ticker,name,avg_volume,avg_value,last_price
455960,RISE 미국달러SOFR금리액티브(합성),3384.5714285714284,40996025.71428572,12340
469530,RISE 미국달러선물인버스,570.0952380952381,5188737.619047619,8945
469060,RISE 미국반도체NYSE,58522.619047619046,1198782180.0,20785
469050,RISE 미국반도체NYSE(H),80686.33333333333,1482654986.4285715,18550
491630,RISE 미국반도체인버스(합성 H),3210.0,42269679.28571428,12725
490600,RISE 미국배당100데일리고정커버드콜,204715.2380952381,1792441566.1904762,8625
0018Z0,RISE 미국양자컴퓨팅,50435.76190476191,905006598.0952381,17055
0013P0,RISE 미국은행TOP10,29390.95238095238,324560063.5714286,11480
267490,RISE 미국장기국채선물레버리지(합성 H),8258.238095238095,49318395.952380955,5860
267450,RISE 미국장기국채선물인버스(H),78.04761904761905,838112.8571428572,10755
267440,RISE 미국장기국채선물(H),5375.238095238095,47247555.47619048,8720
0036Z0,RISE 미국천연가스밸류체인,7858.428571428572,82258455.71428572,10445
491620,RISE 미국테크100데일리고정커버드콜,401594.38095238095,4526497535.0,11300
0036R0,RISE 미국휴머노이드로봇,294550.6666666667,4474012654.047619,15800
0000Z0,RISE 바이오TOP10액티브,107254.90476190476,1501679121.6666667,14500
446700,RISE 배터리 리사이클링,49757.80952380953,527953776.6666667,10510
475350,RISE 버크셔포트폴리오TOP10,74029.66666666667,1009391688.8095238,14120
388420,RISE 비메모리반도체액티브,1304203.8095238095,20847538486.42857,16065
448630,RISE 삼성그룹Top3채권혼합,231413.2380952381,2666930985.0,11515
140570,RISE 수출주,8766.047619047618,159776676.42857143,18090
0093B0,RISE 엔비디아고정테크100,54501.666666666664,615601194.7619047,11370
140580,RISE 우량업종대표주,540.3809523809524,9132631.19047619,16945
379790,RISE 유로스탁스50(H),7795.9047619047615,122242150.0,15710
498610,RISE 인도디지털성장,4262.9047619047615,44441593.0952381,10430
488480,RISE 일본섹터TOP4Plus,4643.190476190476,55528941.9047619,12215
385540,RISE 종합채권(A-이상)액티브,10914.666666666666,1205796125.2380953,108495
183710,RISE 주식혼합,240.9047619047619,13499259.761904761,56095
310080,RISE 중국MSCI China(H),10031.47619047619,113246688.8095238,11345
463300,RISE 중국본토CSI300,13569.238095238095,178428719.52380952,13425
174360,RISE 중국본토대형주CSI100,35750.47619047619,822572603.8095238,23650
136340,RISE 중기우량회사채,2179.6190476190477,233827719.76190478,106385
281990,RISE 중소형고배당,3496.6190476190477,52641425.0,14915
272570,RISE 중장기국공채액티브,782.4761904761905,87543210.95238096,110680
250730,RISE 차이나HSCEI(H),14260.095238095239,159321598.0952381,11165
291680,RISE 차이나H선물인버스(H),708.0,5336927.619047619,7540
0094L0,RISE 차이나테크TOP10위클리타겟커버드콜,135207.47619047618,1465878821.9047618,10745
371150,RISE 차이나항셍테크,27515.95238095238,258043399.52380952,9230
183700,RISE 채권혼합,2037.7142857142858,147447668.33333334,72350
498860,RISE 코리아금융고배당,163266.95238095237,2330657300.4761906,14660
0094M0,RISE 코리아밸류업위클리고정커버드콜,70674.52380952382,844022741.1904762,12325
495050,RISE 코리아밸류업,1168867.857142857,18761548997.61905,16370
278240,RISE 코스닥150선물레버리지,43033.95238095238,545819406.4285715,12730
275750,RISE 코스닥150선물인버스,5362.761904761905,16252850.476190476,3025
270810,RISE 코스닥150,182780.66666666666,2705767836.1904764,15085
302450,RISE 코스피,33297.04761904762,1372690065.4761906,40960
0047P0,RISE 테슬라고정테크100,55621.52380952381,770533372.8571428,14165
449580,RISE 테슬라애플아마존채권혼합,25708.238095238095,425077666.1904762,16655
334700,RISE 팔라듐선물인버스(H),9065.333333333334,32943224.285714287,3815
334690,RISE 팔라듐선물(H),49994.52380952381,366787159.52380955,6845
0047R0,RISE 팔란티어고정테크100,79679.04761904762,1108592822.3809524,14060
253280,RISE 헬스케어,44345.04761904762,684882336.4285715,15920
253290,RISE 헬스케어채권혼합,23594.190476190477,296485276.6666667,12550
407310,HANARO 200 TOP10,7043.523809523809,79924066.1904762,11440
332930,HANARO 200TR,24417.428571428572,1730922049.2857144,72920
304780,HANARO 200선물레버리지,10937.142857142857,536586981.1904762,45850
306520,HANARO 200선물인버스,7169.571428571428,43597610.71428572,6180
293180,HANARO 200,100026.85714285714,5534913091.666667,56155
489570,HANARO 25-12 은행채(AA+이상)액티브,580.3333333333334,5998097.380952381,10345
0091M0,HANARO 27-06 회사채(AA-이상)액티브,3223.1428571428573,32275755.0,10005
448490,HANARO 32-10 국고채액티브,3211.5714285714284,184576193.0952381,56470
454320,HANARO CAPEX설비투자iSelect,83029.19047619047,2650876106.6666665,32125
395290,HANARO Fn K-POP&미디어,315766.04761904763,2883290951.428571,8425
395280,HANARO Fn K-게임,23058.761904761905,92420985.71428572,3900
368190,HANARO Fn K-뉴딜디지털플러스,12165.666666666666,106565934.04761904,8800
402460,HANARO Fn K-메타버스MZ,3553.190476190476,29689202.14285714,8340
395270,HANARO Fn K-반도체,6591361.380952381,121820204897.38095,18690
438900,HANARO Fn K-푸드,92553.52380952382,1097486654.047619,11710
367740,HANARO Fn5G산업,5428.9047619047615,107356975.71428572,19665
407300,HANARO Fn골프테마,2449.4285714285716,21601023.333333332,8370
381560,HANARO Fn전기&수소차,32562.238095238095,315999997.85714287,9690
441540,HANARO Fn조선해운,275887.6666666667,8819168300.714285,30565
381570,HANARO Fn친환경에너지,21242.904761904763,183719432.14285713,8480
479850,HANARO K-뷰티,117801.14285714286,1833242562.6190476,14820
453060,HANARO KOFR금리액티브(합성),196.57142857142858,21415754.523809522,109095
304760,HANARO KRX300,154.76190476190476,3955878.3333333335,25310
322410,HANARO K고배당,24257.95238095238,422834588.8095238,17670
332940,HANARO MSCI Korea TR,1718.142857142857,40964185.0,23930
322400,HANARO e커머스,20205.619047619046,241986436.42857143,11935
473640,HANARO 글로벌금채굴기업,179457.7619047619,4957704598.571428,26600
354350,HANARO 글로벌럭셔리S&P(합성),3098.7619047619046,66591611.666666664,21390
461340,HANARO 글로벌생성형AI액티브,33601.47619047619,956147338.0952381,27860
424460,HANARO 글로벌워터MSCI(합성),944.1428571428571,14482970.238095239,15280
401590,HANARO 글로벌탄소배출권선물ICE(합성),4829.238095238095,54721771.666666664,11530
0040S0,HANARO 글로벌피지컬AI액티브,65829.71428571429,1061382888.8095238,16250
314700,HANARO 농업융복합산업,3242.190476190476,36243134.047619045,11080
486830,HANARO 머니마켓액티브,18217.666666666668,949969205.9523809,52200
432840,HANARO 미국S&P500,3692.809523809524,66735798.571428575,18315
498050,HANARO 바이오코리아액티브,42374.666666666664,573901449.5238096,13945
476260,HANARO 반도체핵심공정주도주,224073.0,2094539673.3333333,8890
434730,HANARO 원자력iSelect,1130883.9047619049,52665479728.09524,48140
0082F0,HANARO 유럽방산,21694.714285714286,235228683.0952381,10630
491820,HANARO 전력설비투자,332015.6666666667,9416113861.904762,29700
461500,HANARO 종합채권(AA-이상)액티브,588.3809523809524,66984544.047619045,109620
482870,HANARO 주주가치성장코리아액티브,9503.047619047618,137741245.0,14915
0111J0,HANARO 증권고배당TOP3플러스,510745.44444444444,5232658195.555555,9730
495750,HANARO 코리아밸류업,19465.47619047619,322098221.1904762,16135
306530,HANARO 코스닥150선물레버리지,6183.142857142857,69801647.85714285,11270
304770,HANARO 코스닥150,17040.52380952381,260901599.76190478,15155
375760,HANARO 탄소효율그린뉴딜,5693.761904761905,74606486.90476191,13075
0007N0,아이엠에셋 200,3929.285714285714,225486283.33333334,56810
491510,파워 K-주주가치액티브,1268.142857142857,17023788.095238097,13450
140950,파워 코스피100,3134.0476190476193,129753358.33333333,42895
152870,파워 200,5678.857142857143,315364679.28571427,56520
192720,파워 고배당저변동성,1597.2380952380952,70088190.23809524,44555
498180,파워 종합채권(AA-이상)액티브,2.4285714285714284,249715.2380952381,101085
486240,DAISHIN343 AI반도체&인프라액티브,25046.095238095237,342671976.1904762,14310
434960,DAISHIN343 K200,2253.285714285714,127440820.71428572,56510
0053M0,더제이 중소형포커스액티브,5009.809523809524,53249771.9047619,10590
488290,마이다스 일본테크액티브,1856.4285714285713,56362698.0952381,31715
438740,마이다스 중소형액티브,712.3333333333334,22110995.0,29600
403790,마이다스 코스피액티브,5314.380952380952,167546049.04761904,32150
310960,TIGER 200TR,45522.57142857143,1465096667.857143,32560
227550,TIGER 200 산업재,85124.95238095238,925896929.5238096,10500
227560,TIGER 200 생활소비재,7444.857142857143,88191039.76190476,11825
102110,TIGER 200,4518849.0,250629516453.33334,55950
243880,TIGER 200IT레버리지,38706.71428571428,2932996491.904762,81225
252000,TIGER 200동일가중,611.2380952380952,9608194.047619049,15740
267770,TIGER 200선물레버리지,941884.2380952381,29817468390.95238,31395
252710,TIGER 200선물인버스2X,13056889.42857143,10709224644.380953,797
243890,TIGER 200에너지화학레버리지,73384.0,521898877.14285713,7085
315270,TIGER 200커뮤니케이션서비스,11408.285714285714,254352309.52380952,21990
166400,TIGER 200커버드콜OTM,6057.047619047619,99133903.09523809,16695
0104N0,TIGER 200타겟위클리커버드콜,302263.28571428574,3432908709.7619047,11630
227540,TIGER 200 헬스케어,111566.19047619047,2352618286.1904764,21510
494900,TIGER 25-12 금융채(AA-이상),1152.142857142857,59611660.952380955,51785
0001S0,TIGER 26-04 회사채(A+이상)액티브,19321.95238095238,996791253.8095238,51565
480260,TIGER 27-04회사채(A+이상)액티브,40796.857142857145,2195149111.1904764,53685
0094K0,TIGER 28-04 회사채(A+이상)액티브,19372.285714285714,1936694283.8095238,99340
364980,TIGER 2차전지TOP10,5487144.904761905,53817986034.28571,9785
412570,TIGER 2차전지TOP10레버리지,11867168.38095238,19185332700.809525,1569
462010,TIGER 2차전지소재Fn,10736019.142857144,58970227773.809525,5480
305540,TIGER 2차전지테마,2378870.1904761903,45240291653.09524,19040
471760,TIGER AI반도체핵심공정,1272003.7142857143,15054783534.52381,11275
365040,TIGER AI코리아그로스액티브,26019.85714285714,515037735.47619045,19940
364960,TIGER BBIG,139568.0,1007844444.0476191,7170
412560,TIGER BBIG레버리지,46620.52380952381,121381429.76190476,2510
475630,TIGER CD1년금리액티브(합성),25279.0,26696281034.52381,1057215
357870,TIGER CD금리투자KIS(합성),281601.4761904762,15963338069.761906,56745
499660,TIGER CD금리플러스액티브(합성),8892.047619047618,8902819072.619047,1000795
400970,TIGER Fn메타버스,78275.76190476191,634185938.5714285,7885
377990,TIGER Fn신재생에너지,246405.0,4524446380.714286,18455
417630,TIGER KEDI혁신기업ESG30,8361.380952380952,113805584.28571428,13560
292160,TIGER KRX300,4637.523809523809,118373713.8095238,25925
0072R0,TIGER KRX금현물,4183095.9523809524,56921900690.2381,13050
404540,TIGER KRX기후변화솔루션,2618.4761904761904,41417104.28571428,15650
300610,TIGER K게임,60280.666666666664,405943295.0,6530
138530,TIGER LG그룹+펀더멘털,84398.42857142857,731728233.8095238,8970
445910,TIGER MKF배당귀족,4924.190476190476,79388101.1904762,16120
289260,TIGER MSCI KOREA ESG리더스,17494.428571428572,268183761.9047619,15855
289250,TIGER MSCI KOREA ESG유니버설,1159.3809523809523,18461079.285714287,16430
310970,TIGER MSCI Korea TR,19187.809523809523,454823955.0,24175
0000D0,TIGER 엔비디아미국채커버드콜밸런스(합성),86026.85714285714,887532450.7142857,10305
143850,TIGER 미국S&P500선물(H),20891.428571428572,1486347511.9047618,70765
269370,TIGER S&P글로벌인프라(합성),1134.4285714285713,18976470.714285713,16790
0025N0,TIGER TDF2045,704531.4285714285,7993160990.952381,11455
292150,TIGER TOP10,1766667.2857142857,32431200885.238094,19035
453950,TIGER TSMC파운드리밸류체인,21969.285714285714,466354853.8095238,21615
364990,TIGER 게임TOP10,519293.38095238095,2812752825.0,5245
139280,TIGER 경기방어,24452.761904761905,288511568.3333333,11890
237440,TIGER 경기방어채권혼합,8812.761904761905,88412780.47619048,10030
319640,TIGER 골드선물(H),166463.66666666666,4229936838.571429,24760
160580,TIGER 구리실물,130464.04761904762,1738800284.7619047,13460
114820,TIGER 국채3년,4487.809523809524,476707236.9047619,105540
464310,TIGER 글로벌AI&로보틱스 INDXX,120841.0,1827449715.952381,14820
418670,TIGER 글로벌AI사이버보안,52873.04761904762,798919173.5714285,14725
466950,TIGER 글로벌AI액티브,192144.85714285713,4642361016.428572,23830
440340,TIGER 글로벌멀티에셋TIF액티브,7293.714285714285,86674674.04761904,11975
476690,TIGER 글로벌비만치료제TOP2Plus,105300.66666666667,978118651.9047619,9435
480310,TIGER 글로벌온디바이스AI,36950.333333333336,499162482.61904764,13470
387270,TIGER 글로벌이노베이션액티브,4679.047619047619,95178581.42857143,20510
371450,TIGER 글로벌클라우드컴퓨팅INDXX,18234.428571428572,221880734.52380952,12315
248270,TIGER S&P글로벌헬스케어(합성),9250.619047619048,221308812.85714287,24390
464930,TIGER 글로벌혁신블루칩TOP10,37208.76190476191,704136086.1904762,19390
139320,TIGER 금은선물(H),92446.76190476191,1635397961.6666667,17120
137610,TIGER 농산물선물Enhanced(H),17156.52380952381,88099133.57142857,5220
272580,TIGER 단기채권액티브,37320.619047619046,2100697315.7142856,56325
157450,TIGER 단기통안채,37104.76190476191,4137569345.714286,111555
105010,TIGER 라틴35,6564.285714285715,34144132.61904762,5515
123320,TIGER 레버리지,418911.71428571426,17227338013.57143,40885
0086B0,TIGER 리츠부동산인프라TOP10액티브,140257.38095238095,1421367797.6190476,10120
341850,TIGER 리츠부동산인프라채권,11350.0,54741650.952380955,4800
329200,TIGER 리츠부동산인프라,2975162.523809524,13020526227.380953,4360
0086C0,TIGER 리츠부동산인프라10채권혼합액티브,23624.0,237610946.66666666,10030
0043B0,TIGER 머니마켓액티브,111885.09523809524,11356087878.571428,101590
147970,TIGER 모멘텀,17683.571428571428,904599025.0,50805
458250,TIGER 미국30년국채스트립액티브(합성 H),281251.4761904762,11416437345.714285,39710
491830,TIGER 미국AI반도체팹리스,78036.66666666667,1251591642.857143,16025
490090,TIGER 미국AI빅테크10,401288.0,5918418519.285714,15015
493810,TIGER 미국AI빅테크10타겟데일리커버드콜,506240.85714285716,6131910507.142858,12345
0102A0,TIGER 미국AI소프트웨어TOP4Plus,576435.4285714285,7022781104.761905,11340
0123G0,TIGER 미국AI전력SMR,3640912.25,34496723966.25,9085
488500,TIGER 미국S&P500동일가중,79634.04761904762,904463208.8095238,11365
429000,TIGER 미국S&P500배당귀족,72071.57142857143,890894398.5714285,12450
360750,TIGER 미국S&P500,6243341.238095238,149976723149.7619,24355
448290,TIGER 미국S&P500(H),177938.19047619047,2832881297.3809524,15875
483240,TIGER 미국나스닥100ETF선물,6421.333333333333,79774267.14285715,12540
418660,TIGER 미국나스닥100레버리지(합성),135145.47619047618,4646328056.428572,35250
133690,TIGER 미국나스닥100,508923.85714285716,81720607456.66667,162875
448300,TIGER 미국나스닥100(H),263958.7619047619,5289355369.047619,19990
435420,TIGER 미국나스닥100채권혼합Fn,214916.80952380953,2951390088.571429,13665
441680,TIGER 미국나스닥100커버드콜(합성),312100.5714285714,3320572873.095238,10880
429010,TIGER 미국나스닥넥스트100,626.3333333333334,10249226.42857143,16670
245340,TIGER 미국다우존스30,14652.714285714286,479610729.28571427,33395
456610,TIGER 미국달러SOFR금리액티브(합성),22188.809523809523,1336998020.0,61405
329750,TIGER 미국달러단기채권액티브,327178.4285714286,4345836478.571428,13515
261110,TIGER 미국달러선물레버리지,2452.0476190476193,41538168.571428575,17570
261120,TIGER 미국달러선물인버스2X,54476.52380952381,281339078.0952381,4975
494840,TIGER 미국방산TOP10,60689.71428571428,751381430.0,12265
458730,TIGER 미국배당다우존스,1588416.142857143,19370386859.52381,12290
0008S0,TIGER 미국배당다우존스타겟데일리커버드콜,220039.7142857143,1935012619.7619047,8845
0015K0,TIGER 미국소비트렌드액티브,3953.6190476190477,34071967.61904762,8300
305080,TIGER 미국채10년선물,163574.61904761905,2149115150.0,13345
0046A0,TIGER 미국초단기(3개월이하)국채,457465.5238095238,4541219639.047619,10095
465670,TIGER 미국캐시카우100,21142.619047619046,291552831.6666667,13870
381170,TIGER 미국테크TOP10 INDXX,2694237.523809524,81387357939.7619,30850
472160,TIGER 미국테크TOP10 INDXX(H),1166870.4285714286,21355389777.857143,18170
472170,TIGER 미국테크TOP10채권혼합,315572.5714285714,4432851231.190476,14070
458260,TIGER 미국투자등급회사채액티브(H),52722.19047619047,2624100909.7619047,48985
497570,TIGER 미국필라델피아AI반도체나스닥,1053128.5714285714,16301746090.0,15675
381180,TIGER 미국필라델피아반도체나스닥,1647773.238095238,43055205414.52381,26975
228810,TIGER 미디어컨텐츠,626901.8571428572,3946475786.1904764,5740
364970,TIGER 바이오TOP10,2457276.904761905,20459470983.095238,8560
091230,TIGER 반도체,719343.8571428572,42148813049.04762,59890
488080,TIGER 반도체TOP10레버리지,2134750.380952381,31177936542.61905,14795
396500,TIGER 반도체TOP10,10087312.0,180368759253.33334,18050
098560,TIGER 방송통신,24050.380952380954,194731245.95238096,8075
138520,TIGER 삼성그룹펀더멘털,81401.80952380953,1412730630.2380953,17395
157490,TIGER 소프트웨어,1008407.0,9875233611.666666,9645
228800,TIGER 여행레저,728414.4285714285,2501825714.285714,3230
227570,TIGER 우량가치,3997.285714285714,60716147.14285714,15370
261140,TIGER 우선주,93349.71428571429,1596557790.2380953,17330
130680,TIGER 원유선물Enhanced(H),234222.04761904763,921747287.6190476,3980
245350,TIGER 유로스탁스배당30,11054.52380952381,186513303.0952381,16935
091220,TIGER 은행,86325.14285714286,1080092398.5714285,12790
466940,TIGER 은행고배당플러스TOP10,1085381.0952380951,21805068121.42857,20610
307510,TIGER 의료기기,68836.61904761905,1261833775.4761906,17935
453870,TIGER 인도니프티50,310502.14285714284,4293076396.1904764,14020
236350,TIGER 인도니프티50레버리지(합성),6624.9047619047615,286890608.5714286,43825
479730,TIGER 인도빌리언컨슈머,54223.09523809524,599351660.9523809,11075
123310,TIGER 인버스,1093727.2857142857,3314717120.2380953,2980
365000,TIGER 인터넷TOP10,1477336.761904762,7195383530.0,4695
241180,TIGER 일본니케이225,106284.80952380953,3007433390.0,28975
465660,TIGER 일본반도체FACTSET,44443.857142857145,733695377.3809524,16790
292560,TIGER 일본엔선물,139761.90476190476,1242041969.2857144,8960
494670,TIGER 조선TOP10,3169109.523809524,90452214427.14285,27420
150460,TIGER 중국소비테마,54853.95238095238,411803833.3333333,7355
302190,TIGER 중장기국채,22232.904761904763,1169703888.3333333,51915
157500,TIGER 증권,1620413.8095238095,17022732690.47619,10185
307520,TIGER 지주회사,928300.7619047619,14403728390.238094,15880
117690,TIGER 차이나항셍30,7571.619047619048,178805561.66666666,24015
0067Y0,TIGER 차이나AI소프트웨어,66929.0,866636179.7619047,13160
245360,TIGER 차이나HSCEI,24973.85714285714,351391834.52380955,14280
414780,TIGER 차이나과창판STAR50(합성),886666.9523809524,10388099644.285715,11820
0067V0,TIGER 차이나글로벌리더스TOP3+,129068.19047619047,1566391187.3809524,11915
371470,TIGER 차이나바이오테크SOLACTIVE,189374.85714285713,1718609605.2380953,8975
396520,TIGER 차이나반도체FACTSET,794756.5238095238,7833622774.285714,9910
371460,TIGER 차이나전기차SOLACTIVE,2390535.285714286,30884867253.809525,13285
456680,TIGER 차이나전기차레버리지(합성),71374.85714285714,736867542.3809524,10900
396510,TIGER 차이나클린에너지SOLACTIVE,23972.190476190477,188285588.0952381,8505
0047A0,TIGER 차이나테크TOP10,1246712.4761904762,16555977609.047619,13215
438320,TIGER 차이나항셍테크레버리지(합성 H),239067.7142857143,2459533912.3809524,9635
371160,TIGER 차이나항셍테크,2886010.761904762,27492920801.666668,9435
0053L0,TIGER 차이나휴머노이드로봇,3594232.380952381,47685211349.04762,13100
0117V0,TIGER 코리아AI전력기기TOP3플러스,7023757.071428572,89428353607.85715,13040
0104P0,TIGER 코리아배당다우존스위클리커버드콜,181783.52380952382,1772369121.4285715,9835
0052D0,TIGER 코리아배당다우존스,753731.1904761905,9369514758.809525,12610
496080,TIGER 코리아밸류업,360452.4285714286,5750906049.047619,16300
0091P0,TIGER 코리아원자력,2939408.8571428573,31681175640.47619,10080
233160,TIGER 코스닥150 레버리지,481833.95238095237,6035728802.142858,12650
232080,TIGER 코스닥150,902920.6666666666,14020423702.857143,15545
261060,TIGER 코스닥150IT,15629.809523809523,268266744.2857143,16935
261070,TIGER 코스닥150바이오테크,168787.2380952381,2834116161.6666665,17115
250780,TIGER 코스닥150선물인버스,312569.5714285714,970820091.6666666,3050
461580,TIGER 코스닥글로벌,4573.714285714285,70756976.90476191,15310
277640,TIGER 코스피대형주,52376.09523809524,1078187038.8095238,20530
277650,TIGER 코스피중형주,1892.095238095238,35475604.52380952,18570
277630,TIGER 코스피,147026.90476190476,6000590703.809524,41000
376410,TIGER 탄소효율그린뉴딜,5719.809523809524,74486950.71428572,13215
447770,TIGER 테슬라채권혼합Fn,717267.0,10930515177.857143,15335
0060H0,TIGER 토탈월드스탁액티브,297003.5238095238,3413122346.428571,11685
387280,TIGER 퓨처모빌리티액티브,23807.761904761905,227203057.14285713,9430
449690,TIGER 한중반도체(합성),1356.2857142857142,34863418.333333336,26480
449680,TIGER 한중전기차(합성),1308.3333333333333,14155995.952380951,11250
143860,TIGER 헬스케어,272593.8095238095,12064532566.904762,45420
