,open,high,low,close,volume,code,ma,rsi,maps
42,37854.48675697348,38194.10628615029,37197.89647050224,37739.640598599944,6558936,005930,35993.90757476972,56.80746090900698,9.549771053025438
43,37763.49397338913,38480.563659446,37630.583847621856,37923.789465478214,3600268,005930,36142.511652684916,60.20652934684903,12.411225171247999
44,37471.8375057483,37756.40879747272,36141.8421423292,37125.55968561146,6169991,005930,36230.4469547708,58.48731076658876,6.594630393567358
45,37005.21554166157,37276.82681525772,36135.328782989796,36642.769657156794,4422863,005930,36224.577301958016,57.50922205318314,0.08417293135556747
46,36605.996146704936,37333.96527323265,35442.606903196014,36493.45805224205,8200165,005930,36213.38481931111,53.101921674107025,-0.14645220866127628
47,36178.40071622987,36921.20732730154,36010.74554770966,36322.32869682937,5321809,005930,36223.9638657913,57.092772476213675,0.14819136122340876
48,36853.880535255186,37080.509276781166,35959.66175580501,36937.94294121205,9648640,005930,36254.05001722978,58.64493791953874,2.677883485813355
49,36100.57892522831,36868.81022099243,35746.606239419445,36240.95611311365,3080428,005930,36272.29889841548,52.142853791044224,0.7166364013122701
50,35433.212592184354,36015.6153342309,34560.380353904344,35156.94202840169,4680813,005930,36261.51436380837,40.14785403210122,-2.6706810794199036
51,35598.45455188891,36741.14817712754,35598.45455188891,35674.08082578316,1918527,005930,36291.94465371946,51.13155109988329,-0.08001027168084707
52,36285.19532264237,37267.390422035955,35366.393174578916,36268.42508590601,7198923,005930,36311.196635974615,49.83985349174054,0.9712534517363871
53,36486.28887038128,36957.032763184485,36307.93541895239,36602.82950073564,2184750,005930,36390.09495347724,56.86926707813761,4.402942787460104
54,36278.92106318664,36839.74285425689,35665.13470878008,36579.16817730528,5396776,005930,36454.19391316015,51.07929712856241,3.8668540887250007
55,37113.1056045196,37410.51795206694,36358.939428178746,37093.378516160505,5070971,005930,36517.508059403335,52.18151437776721,4.893247485412219
56,35404.97142937822,35787.283032901825,34893.57318260279,35734.16634310713,1738438,005930,36452.452733764665,36.67493691368349,-4.151123405393968
57,35346.36433128083,36069.59766612361,34570.41006926027,35638.202854311014,9277625,005930,36460.27279324237,34.633700982099754,-0.27727786537659704
58,35539.60416852429,36031.202640563744,34687.06335212342,35341.218224109,7223128,005930,36412.586841640805,37.136665427824695,-4.283661134780436
59,35447.28333604604,36140.09741826217,35078.584408017065,35729.73189177013,6105911,005930,36422.80313633254,43.32720013791106,-0.660415553446464
60,36311.96096471869,37087.111744777016,35988.86679340833,36337.23846426388,291160,005930,36418.22129900507,48.92995652867865,-0.36691440904371514
61,35415.880708230296,36580.21539736516,34909.8521796717,35595.09524941089,4305104,005930,36358.84611857539,45.38012102721512,-4.867042277545455
62,35894.81680609427,36139.175826011626,35218.04773180464,35589.337029749506,9427525,005930,36251.33094013287,40.71315758672173,-6.595170782013606
63,36210.46018772714,36664.74144921533,36044.60612927015,36508.64846559488,1669420,005930,36180.5738901387,51.78863017494422,-3.0036320723484278
64,37321.59503055937,37406.84450673781,36987.14456139742,37389.74000201831,4192006,005930,36193.782905959044,65.33463679954437,2.48243878136836
65,36776.279682744105,37179.86984201376,36363.217423434326,36624.69390665218,5780536,005930,36192.87911843382,56.313721881682675,0.5123913841996721
66,35470.734410761805,36730.88384950173,35470.734410761805,35767.455838441885,809910,005930,36156.579007743814,46.78496763970361,-2.7441172658584865
67,35619.19688382568,35732.203521791525,34768.73917666995,35452.00016110848,7279984,005930,36113.06258095776,42.59640337592346,-3.486301185419297
68,33960.59320440083,34906.8816974592,33639.37960740899,33968.88137524332,7580987,005930,35964.609502659325,35.8621482957724,-12.173331415167318
69,33976.66997958813,34687.91472145513,33253.77741308671,33811.00954378552,4185118,005930,35843.112174192924,31.508229234626498,-10.525233512537309
70,33739.104404281374,34403.49172567095,33649.74247881512,34041.32467126857,4611600,005930,35787.33130633626,39.07325005899397,-6.959414137143864
71,32653.048029314312,33501.50717249942,32074.4062482107,32620.370157846453,4047076,005930,35634.645772939424,33.36605791245333,-15.355466230646
72,31968.59066314743,32883.32847523963,31961.20339112943,32222.383944148434,4199610,005930,35432.34371585155,32.998645087162444,-18.515092767232908
73,31150.731073998573,31923.80956247336,30718.466876315757,31309.20611872425,9685444,005930,35167.66254675099,27.20667672410903,-23.154604780683755
74,31407.592516570283,32304.901790571636,30779.94844820856,31442.72545236227,6574842,005930,34910.84041050383,23.465686628434597,-21.32276398010855
75,31417.440455238102,32204.14206773826,30612.382023848,31451.069825287927,8282757,005930,34628.7249759602,25.59233628688581,-21.946683872679806
76,31775.048313573057,31826.6729581225,31167.45193920414,31513.314543369455,7897897,005930,34417.68238597332,26.15154899338819,-17.86555695061081
77,30935.711676475014,31130.259841599054,30609.08910369537,30959.736183038145,5699289,005930,34183.759052409674,16.08220467367873,-19.16733956568089
78,31286.02945730495,32111.235759663046,30325.47870532681,31206.562270361905,5653679,005930,33977.026254722325,9.028343493878467,-15.756013133210397
79,30971.06584449618,31777.02460295763,30215.87588288634,31128.085056388383,2534254,005930,33746.94391295323,9.932044029967315,-16.632529943993703
80,30561.44973393196,31213.630300826182,29581.52662770151,30334.134700379225,1982044,005930,33446.788724759,10.024538578906288,-21.829268779172356
81,30248.922562085863,30749.305681813268,29460.851772853963,30225.829392365296,3661309,005930,33178.32543190672,10.339714001846048,-20.017127057970658
82,30296.87194477673,30296.87194477673,29796.814334011062,30164.18120923944,1061016,005930,32907.067640881214,13.18411736793638,-19.897429549281163
83,31172.25321397218,31351.838287999435,30322.78055195618,31027.522397949313,9179814,005930,32633.011337498938,26.301344077053756,-17.56319164699875
84,31151.131024223712,31151.131024223712,30928.843566622134,31081.99067573421,9778828,005930,32317.623871184733,24.026448252823556,-18.096316383856006
85,31813.917652154254,31813.917652154254,31353.98674655815,31559.29189594773,9795880,005930,32064.353770649515,38.83820101951283,-14.289535510189129
86,31881.153900958692,32347.09774707565,31195.973187685293,31732.635994473123,675875,005930,31862.61277845107,44.59263465822589,-11.147893564355135
87,32461.795494347713,32602.225080249875,31254.874012669577,32180.073049758605,561278,005930,31699.01642288358,60.71760830487251,-8.783359883079493
88,32818.09006687375,32986.12723269287,31890.21721672989,32826.29598083238,4000299,005930,31641.887153163036,65.11937211705863,-1.1323935857413203
89,32962.16730639157,33368.45684354701,32865.277361744396,32972.055384666295,2186397,005930,31599.939445207077,66.13639307685341,0.24720339106261147
90,33284.70827947069,33593.970812491585,33116.226295437984,33546.46805621937,7975345,005930,31575.19661445461,69.45574505403354,2.843832810206398
91,34037.92885087391,34968.996517202664,33898.23280662141,34147.85477733444,7634307,005930,31651.57084542901,80.23127931089971,9.546243365446596
92,34453.779443994696,34453.779443994696,34220.34900551396,34260.18864838667,3340177,005930,31753.461080640922,79.71385267836882,11.247148859277193
93,33282.07323744244,33967.69200592615,33012.22967865406,33557.8179143225,763330,005930,31865.89167042083,71.08307827826667,10.383164130316668
94,33656.91408846873,34575.857155617654,33269.71517707182,33607.557975368625,7160205,005930,31974.133296571155,82.61634602014604,8.731949746642
95,33713.86023416169,33713.86023416169,32876.80548424565,33631.30857112198,1485052,005930,32083.14523386286,84.51370664871261,8.306262633054473
96,34597.622706270675,34957.05378805667,33350.30920449593,34264.74768268492,4930672,005930,32220.716890828633,87.24193557348255,11.350664563710037
97,34108.80581011357,34844.781120196,33585.008668002854,34022.85837056314,2384318,005930,32373.873000204876,80.66568642438662,11.920889597399777
98,35406.333947134764,36452.05156214696,35389.952775540914,35439.81514420867,5820589,005930,32585.535643897212,84.88299777593426,18.836310277169346
99,35752.05725241916,36477.08580782752,35191.11795181554,36058.272468405565,3941534,005930,32832.04501449807,85.21706539483979,22.143142178918033
100,35941.37706697017,36097.90582432711,35407.76568362331,35706.02680561454,6669498,005930,33100.639619759844,80.25546313272999,22.554628529216018
101,35758.18755717992,36405.52372534898,35758.18755717992,36094.89246733671,3492207,005930,33394.09277350841,80.07775952167972,24.497257523053705
102,36049.76049370623,36699.648806323865,35942.02407554205,36099.28242017041,3113325,005930,33690.847834054955,77.89795120082941,24.034826231432817
103,36101.83717779246,37035.53359967743,36034.09286952939,36292.25190420684,1120527,005930,33954.084309367834,78.07441032546672,21.046756063104574
104,35453.611042797,35761.46155058693,34640.61276461665,35128.25913076104,4375377,005930,34156.39773211918,62.16240683965713,14.647134843632521
105,34738.035808998764,35567.24470885159,34601.26572467282,34942.000523010094,7494338,005930,34325.5331634723,56.52258630841793,11.862267534862069
106,34543.04274628978,34937.7237020128,33946.954090717256,34767.69040536305,5894798,005930,34477.28588401679,54.12627465049153,9.994136600575668
107,33898.91181707703,34430.58475941513,33840.71482889149,34149.96688462732,4460351,005930,34575.780575760225,54.881698666556126,4.4017636552613535
108,34341.75065398387,35223.61370832204,34341.75065398387,34623.904532867775,6057119,005930,34665.661003361995,57.83107828861741,4.572560952577237
109,35847.77302336596,35947.04493972623,34623.48670979458,35527.44732936932,4749664,005930,34793.430600597145,62.86568209305521,8.573248365858818
110,35550.216008768795,36173.306065442324,34861.763047463624,35347.16248959009,213857,005930,34883.465322265685,57.825638221066946,5.914472739679953
111,35226.908033499145,35226.908033499145,34575.279884769865,34938.42096833838,585941,005930,34922.99363181588,56.46339398612382,1.712962855894029
112,34578.01372270296,35300.34962978513,34578.01372270296,34743.31123841305,6786108,005930,34947.1497613172,44.057975163276964,1.4210833656788333
113,34224.87098538694,34946.31214768656,34224.87098538694,34567.18107302143,6134321,005930,34997.61791925215,36.240742711450636,3.153855573081553
114,35707.0242108572,36314.15014130546,34609.04065567858,35433.87456451672,8966148,005930,35088.93374870955,47.706434178250376,6.6466475439092525
115,37165.81020171663,38134.544739568984,36736.86345519098,37218.96725865415,149014,005930,35268.31668308616,57.668492237840375,15.431652807370071
116,37568.37562071164,37737.34733759721,37080.09413965197,37261.85420966191,7900688,005930,35418.17200943501,57.889679535422154,13.163411378203847
117,37867.93282497236,37867.93282497236,36505.242484592854,37532.828867916265,3086542,005930,35593.67053430267,58.33085120784582,14.931464279217465
118,37324.71359527369,38053.55150086363,36567.82724550954,37656.040999846824,4741844,005930,35704.48182708457,69.73319109945433,9.7460385813128
119,37653.82949500619,37954.513221438014,36598.87556831289,37449.11873111619,8846219,005930,35774.024140220106,69.50893944645813,6.588756957557691
120,37772.72783011934,38737.88647432778,36824.0240898484,37650.19132217257,8631437,005930,35871.23236604801,72.33691663888541,8.17051955706304
121,38436.2142167254,38582.22148241189,37301.872980173095,38246.26018854584,5318142,005930,35978.800752108466,81.84966013164092,9.07755424473258
122,39113.398467332685,39828.47419774421,38429.6534947446,39298.40798093511,8756207,005930,36138.7570301467,83.3470049122079,14.270428412364122
123,40696.695316943464,41068.340030209125,39783.022886853105,40720.620849304025,3760904,005930,36360.175477401564,84.49444458445797,20.744889628576985
124,41624.80565166112,41875.9124049259,41452.86258578965,41632.18273528567,8225027,005930,36685.371657627795,88.05031741609193,28.194182863142508
125,42110.189568053094,42469.034725071346,41364.750344299355,42219.275250163184,9783397,005930,37049.235393985444,93.14744666697213,30.46649300316738
126,42153.02524900072,42345.40975632978,40764.42900942023,41850.18116681082,8515945,005930,37403.35993205783,91.26544787648203,28.133181530868807
127,41999.749815460615,42902.0084244,41999.749815460615,42413.53740656906,7089176,005930,37816.53845815492,93.59867249939047,31.99407441261985
128,42986.65880556094,43743.71994905905,42135.048481995866,42846.931726829804,487601,005930,38227.689817853025,93.27483586205753,31.505580213962638
129,43128.262419912164,43128.262419912164,42296.24080095253,42817.74486808413,2817289,005930,38592.204694788765,91.11195690899802,27.358194712019625
130,43188.52582117382,44278.35350294021,42638.04971167059,43491.25042511799,4759092,005930,38999.40909156516,91.86533245103018,30.371470858174344
131,42851.51624594323,43551.34486377645,42149.24378582132,42816.36090234081,6483568,005930,39393.30608826528,83.680025022079,27.869501088396348
132,42587.602087546955,42800.95398038349,42089.311005802105,42570.07465118773,5600956,005930,39784.64425890401,80.8407316596239,26.44459321415644
133,43040.480378081826,43312.73284169731,42928.8242783955,43091.765701433425,5310402,005930,40210.87349032461,84.06753495814523,28.418626460489936
134,44061.829158428496,44969.86755583954,43689.9097314106,43740.729518615335,866168,005930,40626.21623802955,84.88499882718156,27.621023737125576
135,44407.50621471371,44664.24725183555,43541.31853571498,44194.99070107454,5443776,005930,40975.01741015056,84.63540495457727,23.138035805269755
136,44894.80533617706,45190.00102535116,44685.90014600122,44742.02659587391,4534150,005930,41349.026029461165,83.67520588404234,24.91284760995018
137,45939.63795544345,46626.14923978701,44920.37897337973,45918.88437966514,1939052,005930,41768.32880504861,83.16413266721422,28.96392929556623
138,46210.186802908654,46613.45449892185,45580.64702235405,46196.84060320727,4925795,005930,42195.36878521663,81.68329761611034,28.995959160145816
139,46042.837940673235,47169.606452820764,44929.00545640187,46048.23858884118,6394810,005930,42625.32477810288,78.29946494489617,28.162430748526468
140,44929.619505322466,44929.619505322466,44214.81346852779,44607.03107560034,6183875,005930,42973.166765774266,67.58824541098761,20.520800625196173
141,45947.50152529968,47464.849661633714,45947.50152529968,46278.32169296821,4013828,005930,43374.76984099539,71.60273181198279,25.534736934528098
142,46139.178584153895,47194.76524589261,45458.378743067406,46479.351308934834,3857240,005930,43733.817007395366,70.8453920172884,22.466150573150312
143,46899.90319929079,47598.17173408509,46029.90572661947,47272.353264858364,8016776,005930,44061.40362817309,73.50325152592191,21.026588597233932
144,48030.42548469843,48030.42548469843,46336.07237294311,47646.05127929284,8945078,005930,44362.097055373444,72.6375957684592,19.58409270131732
145,49436.93361276185,49436.93361276185,48096.238203051005,49202.70138294532,6502807,005930,44711.26836201255,81.74588725471354,23.411675501033123
146,50427.67627359716,50427.67627359716,49383.49902559018,50012.536639500126,3494277,005930,45119.386135647015,85.03297497832727,26.845350329769893
147,48330.49842043607,49423.28839652006,48172.54633432111,48323.556111446735,5872101,005930,45414.8870708909,72.18859098772874,18.120075203438017
148,48979.740246548885,48979.740246548885,47157.14897650943,48603.87510539961,719132,005930,45702.73423981939,71.29087816018222,17.65483101330974
149,48361.298771282236,48395.52443946037,46714.21818596514,48073.26722686526,2533961,005930,45965.51035775845,66.86636559648849,15.173050677337978
150,48795.37947283224,49404.26746051314,47905.01400495636,48603.082671218624,1978234,005930,46221.10197006348,66.8166632037975,15.225484844508753
151,49085.42163821993,49085.42163821993,48127.660379909175,48739.82403544844,8723516,005930,46517.275126718865,63.51058965646958,17.26141974934804
152,48041.566084658436,48695.37970018736,47670.68068604314,48425.79073712805,1383877,005930,46810.06093101588,60.63855482745083,16.14329186018502
153,47000.125595136065,47210.426208868994,46367.08848829713,46916.91558595071,1294332,005930,47001.31842524174,53.6696126426529,8.330216913440928
154,45858.27994518665,46270.73086438666,45637.24397985023,46129.93762127133,1229181,005930,47120.77883037454,56.809721571156444,2.6784631895858597
155,44740.70424819705,45066.62381493743,44740.70424819705,44983.83799730057,3130821,005930,47160.22119518585,43.92641284995831,-2.2225872371902273
156,44860.18231467987,45882.80568954777,44165.5106341266,44777.78972598178,4027763,005930,47162.00935169124,42.02020240410806,-4.1774701647105035
157,45482.5286257751,46333.04891101088,45300.469140131376,45849.28204954991,3709137,005930,47158.52923518547,43.49612178422578,-2.2774569414388925
158,46611.28342533025,47303.46496140687,46316.180524373936,46469.764897805006,1221437,005930,47172.17544991536,44.74259994979358,-0.3725101082672374
159,47411.8856249742,47791.9358206281,46320.72024993411,47680.34645602998,445120,005930,47253.7808432748,42.978644484113026,5.149191435820898
160,48218.720421976956,49472.7525931936,47177.86027609486,48098.0829415975,2264284,005930,47428.33343657466,40.838875218293026,10.154478779861364
161,48506.453201888165,48890.05622806721,48103.12253384781,48419.03330000438,4721144,005930,47535.36901692647,50.525711350743286,6.432123539623697
162,46638.44289766289,47853.35866355516,46638.44289766289,46934.495466937085,6389394,005930,47558.12622482658,41.88438104429361,0.4794991703375556
163,47614.718746513034,48543.82698429121,46876.02007844151,47607.35332809089,9524026,005930,47574.87622798821,47.76587894621179,1.0003369249912972
164,47232.66489791902,47232.66489791902,46627.177790078116,46840.08254833055,2386564,005930,47534.5777914401,41.7344018900589,-2.326046956448821
165,46153.31257832678,47492.43162035574,45780.47911665279,46582.92610355185,8861725,005930,47403.589027470414,40.00056665466339,-6.055736117847838
166,47046.08795271001,47558.26667405767,47046.08795271001,47193.05649984258,3532688,005930,47262.615020487545,44.43772122659671,-5.2284933911322025
167,46597.119920819336,46602.84800917936,45376.48800943615,46499.93309999842,8288403,005930,47171.43386991513,47.968999691272494,-4.994209148996636
168,45525.89555653379,45999.81613072005,45525.89555653379,45969.93014043265,3963225,005930,47039.73662166678,49.20063974537091,-7.613532927024195
169,46185.17665952673,46224.71420888586,45525.822898358994,45951.78460836492,3414229,005930,46933.662490741764,55.44983251206376,-7.050057350557243
170,47040.960932212554,47369.65514568031,46634.1672029213,46766.08720585859,3229263,005930,46841.81271747376,60.47710710196554,-4.988959247740431
171,47271.76292875931,47492.29469323943,47036.02833411213,47156.941614071315,8644267,005930,46762.66859640491,57.4230231073391,-3.1467822455114174
172,46570.00123491045,47174.92132486642,45839.33046960162,46745.33783251021,888901,005930,46678.64595117401,51.60230714207929,-3.4875172167167645
173,47680.827089259845,48653.409305236826,47172.12400691313,47526.619264008244,703265,005930,46709.13113507689,49.05919184517355,3.1437876546399792
174,48044.79382007256,48666.520928015736,47746.12662044779,48296.86711102803,6076092,005930,46817.477609564725,51.16623626332954,7.74073223171515
175,49129.15227089885,49285.42576324774,48233.0837758246,48865.07364425601,5514713,005930,47011.5393919125,52.54307008900647,12.316481799691282
176,50425.50279513857,50425.50279513857,50079.30543558493,50182.6334944785,212693,005930,47281.78158033733,68.8785002464661,16.31775986011287
177,49311.60953009218,49341.67282918449,48088.17891108252,49283.1793767252,9637872,005930,47453.4764466961,59.49009797778587,10.396306366003799
178,49072.15908013683,49352.972724061714,48957.145837577445,49347.250818563334,8512781,005930,47597.35074273401,65.42656194389738,8.325977108457042
179,51140.09028012919,52531.01076954317,49962.679736080354,51097.819228320914,800634,005930,47768.22438134856,73.4672716216172,11.791052350107293
180,51037.2351337206,52309.257209301264,50642.93691793218,50926.24244631812,8974945,005930,47909.63235658459,70.33104408921015,10.143337871178549
181,50703.05314554131,51605.855543280915,50703.05314554131,51029.495073040525,655107,005930,48040.1554452364,76.3618572839518,8.977795417225682
182,49810.127510890365,51169.52435060054,48655.61430748678,49850.09526867087,5403375,005930,48185.93543532309,70.99537125585118,7.566146056805001
183,49180.35441479282,49412.72734375626,48497.109207802576,49271.00990020993,3454687,005930,48269.118263929035,66.93229171250115,3.8769447320100614
184,49209.48127876667,50020.06284914989,48399.912845536324,48907.89822041324,6688280,005930,48372.50904753317,61.45319910234605,4.376113308316328
185,47725.61914872027,49416.10492453015,47198.07951231853,48138.9766632027,3282202,005930,48450.31157551572,55.047289284824366,2.1930732703101734
186,46622.39085315523,48468.258898151136,46216.988892851245,47062.809788604936,1939559,005930,48443.79923995383,51.52734955592248,-3.2794262432131434
187,47320.48066471289,48066.448127175245,47066.03363175811,47558.696608465216,3526209,005930,48496.737415377174,50.15868075009723,0.3268110996194673
188,47708.22790320999,48675.29160512119,46668.05152047138,47860.250167202576,366201,005930,48591.25341671567,47.73511098307251,2.8341756407032728
189,45999.526497845545,46546.65387155056,45889.70239001948,46217.632755984,7297329,005930,48604.54582409662,37.64405411821541,-3.0967526758655786
190,45882.92021729318,47272.40685181522,45318.098513554876,46158.24612322793,998346,005930,48574.153769965094,28.718324820406693,-4.145228504650813
191,48350.174325604254,48453.306105724216,47462.58662297409,48118.832689851166,7788754,005930,48622.24832375408,44.46402555796069,1.5580023843218254
192,45874.12603611109,46318.78684540448,44824.862597624895,45715.79097957331,5051192,005930,48570.77098110724,35.87547325441834,-6.667985807308085
193,44072.76475052703,45371.06619089821,42895.88904467316,44114.23550502783,4599956,005930,48400.15179315822,22.51886825020715,-13.28700012455797
194,43331.10243083603,44672.02310051675,43331.10243083603,43670.78411889875,9754863,005930,48168.84764355175,22.047123748057004,-16.1212626013414
195,43393.39936205636,44395.59333610089,42905.32316645207,43769.62259842982,4429290,005930,47914.07509126044,22.020601010991044,-16.279413179059457
196,42954.968847143595,43302.43783329593,42179.51506627358,43140.52698225235,6489458,005930,47561.96976564913,22.99602861925152,-20.628730695397763
197,41477.869167197976,42453.18789004142,40958.8042474431,41794.271956999895,864802,005930,47187.52439466287,21.658558688452402,-23.790925277029366
198,40403.67732382519,41461.86160683094,39994.28688211577,40624.09687970933,4858880,005930,46751.36669772017,20.40977928059712,-27.824136178902773
199,38939.70009976794,39790.339503614,38899.76864668322,39194.62472470304,8682829,005930,46156.20697253927,19.490034720571074,-35.32657703598688
200,39085.70924154656,39711.191960221746,38944.173466374275,38948.646909539166,3641306,005930,45557.32719570033,20.6601632962322,-35.0918073134618
201,40157.67655561327,40782.336290589374,39680.582387673676,39767.02558357404,3796001,005930,44994.203721227,22.468343780000026,-30.934791560154107
202,40161.76696315836,40363.24541012388,39530.03966638393,39831.34802796087,6075536,005930,44493.266359191504,21.146363114558866,-27.690192194840343
203,38848.78694652913,39226.74011701575,38668.97942733254,38678.66235315407,7276101,005930,43963.64898183871,21.91818033061574,-30.711216387827193
204,38617.198242763414,39177.23942071843,37309.06559607233,38306.70188698578,2360154,005930,43433.58916516734,21.419406952985696,-30.621746485000585
205,37472.972684734195,37472.972684734195,37099.79798532726,37205.73971693791,6895894,005930,42886.9273178541,7.622914520587813,-31.721008020210228
206,37961.1467557445,38223.031848660816,36756.31327849605,37613.28791021596,602605,005930,42414.45122393465,12.76655469462466,-27.67482894837573
207,38835.32980706162,39677.50114721051,38520.459106903385,38779.80675033975,4641616,005930,41975.50673102838,24.46576885459244,-23.518889392810266
208,38719.55153644738,38719.624747684,38032.79607507472,38463.68700934084,6739991,005930,41505.678573135294,24.767685203804305,-24.43920062449881
209,36840.028082456956,37111.58541872457,36106.22826954007,37088.231509008954,1779740,005930,41049.20851078654,21.188301302277438,-26.521238213497124
210,37135.99097452297,37178.1513565579,36563.118173185365,36934.120405804075,179749,005930,40588.00222491535,22.093352261918028,-26.195405067254917
211,38050.472392879536,39315.40835445927,37101.0506944721,38234.53735321118,8686045,005930,40093.787458083345,33.92766427916837,-23.571446715022894
212,38341.9362911092,39547.2766807143,37838.09532974032,38430.01535421093,8627754,005930,39729.49867681523,39.13757328630866,-18.121694122000406
213,38613.996268591785,39181.90382151744,38613.996268591785,38839.180784057055,4199983,005930,39465.74594076669,48.04251576992753,-13.349584622093943
214,39195.4465259436,39195.4465259436,37991.84127094002,38907.07483577963,891494,005930,39227.56047661073,49.76647571479216,-11.701867909927051
215,39378.3558178924,39480.47820897526,38673.51027726057,39148.868488523796,8941624,005930,38996.52277111543,46.287091545672425,-9.795032974151034
216,38817.24946350355,39958.54929504601,37903.399793407756,38808.06677989302,6840116,005930,38779.89976099746,44.051320895405546,-9.375167757522501
217,39248.79047437316,40572.06663331135,39248.79047437316,39561.423169726004,6775422,005930,38668.25732163377,55.38164951315011,-3.5708239094079657
218,39127.15359481485,40295.71769971082,39004.96279810578,39464.30503301557,4707652,005930,38610.267729299085,57.301886813598486,-1.3731808959258398
219,38241.46544863708,39106.36555472126,38051.4065587309,38530.05382738269,142519,005930,38577.039184433066,58.53291996241718,-2.6706545935917148
220,38689.55741181239,38935.88551677923,37524.16665007011,38377.96818508014,8734706,005930,38548.50524821012,55.094766567120686,-2.4170807904422977
221,38432.82325292435,39058.43632521468,37944.52432127246,38254.56025760033,684541,005930,38472.88198191143,45.93554039185164,-3.964338351234585
222,38394.49106242464,38394.49106242464,36922.90264262666,38014.736807073015,3777697,005930,38382.051420867036,46.484424335354895,-5.166195788411181
223,37476.13022997008,37729.71313797389,36735.05711963939,37441.21000124875,661062,005930,38320.17880327177,53.16105966984247,-5.809170458602539
224,37043.91744991536,38323.25533530782,36399.71592468732,37329.687454361476,3775925,005930,38271.32808164055,53.569686111674635,-5.36790746612253
225,37295.81995548039,37781.7776784599,37283.244678375246,37666.27230047415,9479286,005930,38294.354710817366,43.79190879500441,0.21846534578335586
226,38384.737657401114,38950.95571370884,37386.45077698157,38289.21238528332,9437389,005930,38328.15093457074,48.59317227030859,1.836126614360427
227,38476.11088330952,39441.569582759446,37454.93510231464,38584.87694141105,2641826,005930,38318.4044441243,47.400166125462604,0.45274184159106534
228,39926.69925618575,40763.2922521176,39399.1639633073,39639.19116126638,3147896,005930,38377.17965172057,56.22845423840092,5.721737209763059
229,40278.17933354301,41036.97415359387,39300.195429048734,40035.54890956044,3937858,005930,38524.54552174815,57.350102760217275,11.133945824881655
230,38862.95051514124,39082.3215778061,38526.31395699096,39062.009255384015,9770502,005930,38630.939964227146,51.9051896919612,6.686655552753507
231,38844.24020576873,40002.14578488944,38254.75691551499,38841.82267793234,5188680,005930,38661.30423046321,44.131768587378296,2.6420620814968934
232,38096.94300800595,38719.46738153351,37879.63983399604,38116.90966026526,9169289,005930,38645.64894576592,40.03275785164449,-1.1861912261532588
